Apr. 6, 2014   16:19:52
Cyclic Voltammetry
File: z:\research\electrochemistry\04-06-2014\02qcm\02cv 1.1v to -0.65v ptqcm in 4.5g kno3.txt
Data Source:  Experiment
Instrument Model:  CHI760D
Header: 
Note: 

Init E (V) = 0.353
High E (V) = 1.1
Low E (V) = -0.65
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4
Comp R (ohm) = 24.2

Potential/V, Current/A, Charge/C, Time/s

Segment 1:
-0.443, 2.036e-5, 5.852e-4, 5.410e+1
-0.442, 2.037e-5, 5.856e-4, 5.412e+1
-0.441, 2.038e-5, 5.860e-4, 5.414e+1
-0.440, 2.035e-5, 5.864e-4, 5.416e+1
-0.439, 2.036e-5, 5.868e-4, 5.418e+1
-0.438, 2.032e-5, 5.872e-4, 5.420e+1
-0.437, 2.029e-5, 5.876e-4, 5.422e+1
-0.436, 2.032e-5, 5.881e-4, 5.424e+1
-0.435, 2.029e-5, 5.885e-4, 5.426e+1
-0.434, 2.025e-5, 5.889e-4, 5.428e+1
-0.433, 2.023e-5, 5.893e-4, 5.430e+1
-0.432, 2.023e-5, 5.897e-4, 5.432e+1
-0.431, 2.024e-5, 5.901e-4, 5.434e+1
-0.430, 2.020e-5, 5.905e-4, 5.436e+1
-0.429, 2.018e-5, 5.909e-4, 5.438e+1
-0.428, 2.013e-5, 5.913e-4, 5.440e+1
-0.427, 2.011e-5, 5.917e-4, 5.442e+1
-0.426, 2.010e-5, 5.921e-4, 5.444e+1
-0.425, 2.004e-5, 5.925e-4, 5.446e+1
-0.424, 1.999e-5, 5.929e-4, 5.448e+1
-0.423, 1.997e-5, 5.933e-4, 5.450e+1
-0.422, 1.995e-5, 5.937e-4, 5.452e+1
-0.421, 1.992e-5, 5.941e-4, 5.454e+1
-0.420, 1.989e-5, 5.945e-4, 5.456e+1
-0.419, 1.988e-5, 5.949e-4, 5.458e+1
-0.418, 1.982e-5, 5.953e-4, 5.460e+1
-0.417, 1.981e-5, 5.957e-4, 5.462e+1
-0.416, 1.979e-5, 5.961e-4, 5.464e+1
-0.415, 1.976e-5, 5.965e-4, 5.466e+1
-0.414, 1.973e-5, 5.969e-4, 5.468e+1
-0.413, 1.969e-5, 5.973e-4, 5.470e+1
-0.412, 1.967e-5, 5.977e-4, 5.472e+1
-0.411, 1.967e-5, 5.980e-4, 5.474e+1
-0.410, 1.967e-5, 5.984e-4, 5.476e+1
-0.409, 1.962e-5, 5.988e-4, 5.478e+1
-0.408, 1.954e-5, 5.992e-4, 5.480e+1
-0.407, 1.954e-5, 5.996e-4, 5.482e+1
-0.406, 1.953e-5, 6.000e-4, 5.484e+1
-0.405, 1.949e-5, 6.004e-4, 5.486e+1
-0.404, 1.944e-5, 6.008e-4, 5.488e+1
-0.403, 1.939e-5, 6.012e-4, 5.490e+1
-0.402, 1.935e-5, 6.016e-4, 5.492e+1
-0.401, 1.935e-5, 6.019e-4, 5.494e+1
-0.400, 1.929e-5, 6.023e-4, 5.496e+1
-0.399, 1.924e-5, 6.027e-4, 5.498e+1
-0.398, 1.919e-5, 6.031e-4, 5.500e+1
-0.397, 1.917e-5, 6.035e-4, 5.502e+1
-0.396, 1.914e-5, 6.039e-4, 5.504e+1
-0.395, 1.909e-5, 6.042e-4, 5.506e+1
-0.394, 1.904e-5, 6.046e-4, 5.508e+1
-0.393, 1.899e-5, 6.050e-4, 5.510e+1
-0.392, 1.896e-5, 6.054e-4, 5.512e+1
-0.391, 1.894e-5, 6.058e-4, 5.514e+1
-0.390, 1.887e-5, 6.061e-4, 5.516e+1
-0.389, 1.884e-5, 6.065e-4, 5.518e+1
-0.388, 1.874e-5, 6.069e-4, 5.520e+1
-0.387, 1.871e-5, 6.073e-4, 5.522e+1
-0.386, 1.868e-5, 6.076e-4, 5.524e+1
-0.385, 1.865e-5, 6.080e-4, 5.526e+1
-0.384, 1.859e-5, 6.084e-4, 5.528e+1
-0.383, 1.854e-5, 6.088e-4, 5.530e+1
-0.382, 1.853e-5, 6.091e-4, 5.532e+1
-0.381, 1.852e-5, 6.095e-4, 5.534e+1
-0.380, 1.848e-5, 6.099e-4, 5.536e+1
-0.379, 1.843e-5, 6.102e-4, 5.538e+1
-0.378, 1.838e-5, 6.106e-4, 5.540e+1
-0.377, 1.836e-5, 6.110e-4, 5.542e+1
-0.376, 1.835e-5, 6.113e-4, 5.544e+1
-0.375, 1.830e-5, 6.117e-4, 5.546e+1
-0.374, 1.827e-5, 6.121e-4, 5.548e+1
-0.373, 1.820e-5, 6.124e-4, 5.550e+1
-0.372, 1.818e-5, 6.128e-4, 5.552e+1
-0.371, 1.817e-5, 6.132e-4, 5.554e+1
-0.370, 1.811e-5, 6.135e-4, 5.556e+1
-0.369, 1.809e-5, 6.139e-4, 5.558e+1
-0.368, 1.804e-5, 6.142e-4, 5.560e+1
-0.367, 1.801e-5, 6.146e-4, 5.562e+1
-0.366, 1.799e-5, 6.150e-4, 5.564e+1
-0.365, 1.795e-5, 6.153e-4, 5.566e+1
-0.364, 1.792e-5, 6.157e-4, 5.568e+1
-0.363, 1.787e-5, 6.160e-4, 5.570e+1
-0.362, 1.784e-5, 6.164e-4, 5.572e+1
-0.361, 1.782e-5, 6.168e-4, 5.574e+1
-0.360, 1.778e-5, 6.171e-4, 5.576e+1
-0.359, 1.776e-5, 6.175e-4, 5.578e+1
-0.358, 1.770e-5, 6.178e-4, 5.580e+1
-0.357, 1.766e-5, 6.182e-4, 5.582e+1
-0.356, 1.766e-5, 6.185e-4, 5.584e+1
-0.355, 1.762e-5, 6.189e-4, 5.586e+1
-0.354, 1.756e-5, 6.192e-4, 5.588e+1
-0.353, 1.752e-5, 6.196e-4, 5.590e+1
-0.352, 1.750e-5, 6.199e-4, 5.592e+1
-0.351, 1.748e-5, 6.203e-4, 5.594e+1
-0.350, 1.744e-5, 6.206e-4, 5.596e+1
-0.349, 1.739e-5, 6.210e-4, 5.598e+1
-0.348, 1.734e-5, 6.213e-4, 5.600e+1
-0.347, 1.731e-5, 6.217e-4, 5.602e+1
-0.346, 1.732e-5, 6.220e-4, 5.604e+1
-0.345, 1.726e-5, 6.224e-4, 5.606e+1
-0.344, 1.722e-5, 6.227e-4, 5.608e+1
-0.343, 1.717e-5, 6.230e-4, 5.610e+1
-0.342, 1.716e-5, 6.234e-4, 5.612e+1
-0.341, 1.713e-5, 6.237e-4, 5.614e+1
-0.340, 1.709e-5, 6.241e-4, 5.616e+1
-0.339, 1.706e-5, 6.244e-4, 5.618e+1
-0.338, 1.700e-5, 6.248e-4, 5.620e+1
-0.337, 1.698e-5, 6.251e-4, 5.622e+1
-0.336, 1.696e-5, 6.254e-4, 5.624e+1
-0.335, 1.692e-5, 6.258e-4, 5.626e+1
-0.334, 1.688e-5, 6.261e-4, 5.628e+1
-0.333, 1.681e-5, 6.264e-4, 5.630e+1
-0.332, 1.678e-5, 6.268e-4, 5.632e+1
-0.331, 1.677e-5, 6.271e-4, 5.634e+1
-0.330, 1.675e-5, 6.275e-4, 5.636e+1
-0.329, 1.671e-5, 6.278e-4, 5.638e+1
-0.328, 1.663e-5, 6.281e-4, 5.640e+1
-0.327, 1.662e-5, 6.285e-4, 5.642e+1
-0.326, 1.661e-5, 6.288e-4, 5.644e+1
-0.325, 1.655e-5, 6.291e-4, 5.646e+1
-0.324, 1.652e-5, 6.294e-4, 5.648e+1
-0.323, 1.647e-5, 6.298e-4, 5.650e+1
-0.322, 1.645e-5, 6.301e-4, 5.652e+1
-0.321, 1.644e-5, 6.304e-4, 5.654e+1
-0.320, 1.640e-5, 6.308e-4, 5.656e+1
-0.319, 1.634e-5, 6.311e-4, 5.658e+1
-0.318, 1.630e-5, 6.314e-4, 5.660e+1
-0.317, 1.628e-5, 6.317e-4, 5.662e+1
-0.316, 1.625e-5, 6.321e-4, 5.664e+1
-0.315, 1.621e-5, 6.324e-4, 5.666e+1
-0.314, 1.616e-5, 6.327e-4, 5.668e+1
-0.313, 1.613e-5, 6.330e-4, 5.670e+1
-0.312, 1.608e-5, 6.334e-4, 5.672e+1
-0.311, 1.608e-5, 6.337e-4, 5.674e+1
-0.310, 1.603e-5, 6.340e-4, 5.676e+1
-0.309, 1.599e-5, 6.343e-4, 5.678e+1
-0.308, 1.593e-5, 6.346e-4, 5.680e+1
-0.307, 1.589e-5, 6.350e-4, 5.682e+1
-0.306, 1.588e-5, 6.353e-4, 5.684e+1
-0.305, 1.585e-5, 6.356e-4, 5.686e+1
-0.304, 1.581e-5, 6.359e-4, 5.688e+1
-0.303, 1.574e-5, 6.362e-4, 5.690e+1
-0.302, 1.572e-5, 6.365e-4, 5.692e+1
-0.301, 1.570e-5, 6.368e-4, 5.694e+1
-0.300, 1.566e-5, 6.372e-4, 5.696e+1
-0.299, 1.561e-5, 6.375e-4, 5.698e+1
-0.298, 1.556e-5, 6.378e-4, 5.700e+1
-0.297, 1.554e-5, 6.381e-4, 5.702e+1
-0.296, 1.550e-5, 6.384e-4, 5.704e+1
-0.295, 1.548e-5, 6.387e-4, 5.706e+1
-0.294, 1.543e-5, 6.390e-4, 5.708e+1
-0.293, 1.536e-5, 6.393e-4, 5.710e+1
-0.292, 1.535e-5, 6.396e-4, 5.712e+1
-0.291, 1.532e-5, 6.399e-4, 5.714e+1
-0.290, 1.527e-5, 6.403e-4, 5.716e+1
-0.289, 1.523e-5, 6.406e-4, 5.718e+1
-0.288, 1.518e-5, 6.409e-4, 5.720e+1
-0.287, 1.515e-5, 6.412e-4, 5.722e+1
-0.286, 1.512e-5, 6.415e-4, 5.724e+1
-0.285, 1.508e-5, 6.418e-4, 5.726e+1
-0.284, 1.504e-5, 6.421e-4, 5.728e+1
-0.283, 1.497e-5, 6.424e-4, 5.730e+1
-0.282, 1.494e-5, 6.427e-4, 5.732e+1
-0.281, 1.493e-5, 6.430e-4, 5.734e+1
-0.280, 1.487e-5, 6.433e-4, 5.736e+1
-0.279, 1.485e-5, 6.436e-4, 5.738e+1
-0.278, 1.477e-5, 6.439e-4, 5.740e+1
-0.277, 1.474e-5, 6.441e-4, 5.742e+1
-0.276, 1.472e-5, 6.444e-4, 5.744e+1
-0.275, 1.468e-5, 6.447e-4, 5.746e+1
-0.274, 1.464e-5, 6.450e-4, 5.748e+1
-0.273, 1.456e-5, 6.453e-4, 5.750e+1
-0.272, 1.456e-5, 6.456e-4, 5.752e+1
-0.271, 1.452e-5, 6.459e-4, 5.754e+1
-0.270, 1.449e-5, 6.462e-4, 5.756e+1
-0.269, 1.445e-5, 6.465e-4, 5.758e+1
-0.268, 1.437e-5, 6.468e-4, 5.760e+1
-0.267, 1.434e-5, 6.471e-4, 5.762e+1
-0.266, 1.432e-5, 6.473e-4, 5.764e+1
-0.265, 1.429e-5, 6.476e-4, 5.766e+1
-0.264, 1.421e-5, 6.479e-4, 5.768e+1
-0.263, 1.415e-5, 6.482e-4, 5.770e+1
-0.262, 1.414e-5, 6.485e-4, 5.772e+1
-0.261, 1.410e-5, 6.488e-4, 5.774e+1
-0.260, 1.406e-5, 6.490e-4, 5.776e+1
-0.259, 1.402e-5, 6.493e-4, 5.778e+1
-0.258, 1.395e-5, 6.496e-4, 5.780e+1
-0.257, 1.393e-5, 6.499e-4, 5.782e+1
-0.256, 1.391e-5, 6.502e-4, 5.784e+1
-0.255, 1.385e-5, 6.504e-4, 5.786e+1
-0.254, 1.380e-5, 6.507e-4, 5.788e+1
-0.253, 1.374e-5, 6.510e-4, 5.790e+1
-0.252, 1.372e-5, 6.513e-4, 5.792e+1
-0.251, 1.367e-5, 6.515e-4, 5.794e+1
-0.250, 1.363e-5, 6.518e-4, 5.796e+1
-0.249, 1.359e-5, 6.521e-4, 5.798e+1
-0.248, 1.351e-5, 6.523e-4, 5.800e+1
-0.247, 1.350e-5, 6.526e-4, 5.802e+1
-0.246, 1.346e-5, 6.529e-4, 5.804e+1
-0.245, 1.341e-5, 6.532e-4, 5.806e+1
-0.244, 1.337e-5, 6.534e-4, 5.808e+1
-0.243, 1.330e-5, 6.537e-4, 5.810e+1
-0.242, 1.326e-5, 6.540e-4, 5.812e+1
-0.241, 1.323e-5, 6.542e-4, 5.814e+1
-0.240, 1.320e-5, 6.545e-4, 5.816e+1
-0.239, 1.314e-5, 6.547e-4, 5.818e+1
-0.238, 1.307e-5, 6.550e-4, 5.820e+1
-0.237, 1.304e-5, 6.553e-4, 5.822e+1
-0.236, 1.301e-5, 6.555e-4, 5.824e+1
-0.235, 1.296e-5, 6.558e-4, 5.826e+1
-0.234, 1.290e-5, 6.560e-4, 5.828e+1
-0.233, 1.282e-5, 6.563e-4, 5.830e+1
-0.232, 1.281e-5, 6.566e-4, 5.832e+1
-0.231, 1.276e-5, 6.568e-4, 5.834e+1
-0.230, 1.270e-5, 6.571e-4, 5.836e+1
-0.229, 1.264e-5, 6.573e-4, 5.838e+1
-0.228, 1.259e-5, 6.576e-4, 5.840e+1
-0.227, 1.256e-5, 6.578e-4, 5.842e+1
-0.226, 1.250e-5, 6.581e-4, 5.844e+1
-0.225, 1.246e-5, 6.583e-4, 5.846e+1
-0.224, 1.241e-5, 6.586e-4, 5.848e+1
-0.223, 1.233e-5, 6.588e-4, 5.850e+1
-0.222, 1.230e-5, 6.591e-4, 5.852e+1
-0.221, 1.226e-5, 6.593e-4, 5.854e+1
-0.220, 1.221e-5, 6.596e-4, 5.856e+1
-0.219, 1.216e-5, 6.598e-4, 5.858e+1
-0.218, 1.209e-5, 6.600e-4, 5.860e+1
-0.217, 1.205e-5, 6.603e-4, 5.862e+1
-0.216, 1.200e-5, 6.605e-4, 5.864e+1
-0.215, 1.197e-5, 6.608e-4, 5.866e+1
-0.214, 1.191e-5, 6.610e-4, 5.868e+1
-0.213, 1.180e-5, 6.612e-4, 5.870e+1
-0.212, 1.178e-5, 6.615e-4, 5.872e+1
-0.211, 1.174e-5, 6.617e-4, 5.874e+1
-0.210, 1.168e-5, 6.619e-4, 5.876e+1
-0.209, 1.164e-5, 6.622e-4, 5.878e+1
-0.208, 1.155e-5, 6.624e-4, 5.880e+1
-0.207, 1.150e-5, 6.626e-4, 5.882e+1
-0.206, 1.146e-5, 6.629e-4, 5.884e+1
-0.205, 1.140e-5, 6.631e-4, 5.886e+1
-0.204, 1.134e-5, 6.633e-4, 5.888e+1
-0.203, 1.126e-5, 6.635e-4, 5.890e+1
-0.202, 1.124e-5, 6.638e-4, 5.892e+1
-0.201, 1.119e-5, 6.640e-4, 5.894e+1
-0.200, 1.112e-5, 6.642e-4, 5.896e+1
-0.199, 1.107e-5, 6.644e-4, 5.898e+1
-0.198, 1.099e-5, 6.646e-4, 5.900e+1
-0.197, 1.093e-5, 6.649e-4, 5.902e+1
-0.196, 1.090e-5, 6.651e-4, 5.904e+1
-0.195, 1.085e-5, 6.653e-4, 5.906e+1
-0.194, 1.076e-5, 6.655e-4, 5.908e+1
-0.193, 1.070e-5, 6.657e-4, 5.910e+1
-0.192, 1.066e-5, 6.659e-4, 5.912e+1
-0.191, 1.058e-5, 6.662e-4, 5.914e+1
-0.190, 1.055e-5, 6.664e-4, 5.916e+1
-0.189, 1.048e-5, 6.666e-4, 5.918e+1
-0.188, 1.040e-5, 6.668e-4, 5.920e+1
-0.187, 1.033e-5, 6.670e-4, 5.922e+1
-0.186, 1.029e-5, 6.672e-4, 5.924e+1
-0.185, 1.024e-5, 6.674e-4, 5.926e+1
-0.184, 1.016e-5, 6.676e-4, 5.928e+1
-0.183, 1.008e-5, 6.678e-4, 5.930e+1
-0.182, 1.003e-5, 6.680e-4, 5.932e+1
-0.181, 9.957e-6, 6.682e-4, 5.934e+1
-0.180, 9.923e-6, 6.684e-4, 5.936e+1
-0.179, 9.817e-6, 6.686e-4, 5.938e+1
-0.178, 9.732e-6, 6.688e-4, 5.940e+1
-0.177, 9.694e-6, 6.690e-4, 5.942e+1
-0.176, 9.636e-6, 6.692e-4, 5.944e+1
-0.175, 9.586e-6, 6.694e-4, 5.946e+1
-0.174, 9.507e-6, 6.696e-4, 5.948e+1
-0.173, 9.415e-6, 6.698e-4, 5.950e+1
-0.172, 9.379e-6, 6.699e-4, 5.952e+1
-0.171, 9.316e-6, 6.701e-4, 5.954e+1
-0.170, 9.255e-6, 6.703e-4, 5.956e+1
-0.169, 9.176e-6, 6.705e-4, 5.958e+1
-0.168, 9.077e-6, 6.707e-4, 5.960e+1
-0.167, 9.045e-6, 6.709e-4, 5.962e+1
-0.166, 8.980e-6, 6.710e-4, 5.964e+1
-0.165, 8.904e-6, 6.712e-4, 5.966e+1
-0.164, 8.848e-6, 6.714e-4, 5.968e+1
-0.163, 8.756e-6, 6.716e-4, 5.970e+1
-0.162, 8.686e-6, 6.717e-4, 5.972e+1
-0.161, 8.618e-6, 6.719e-4, 5.974e+1
-0.160, 8.575e-6, 6.721e-4, 5.976e+1
-0.159, 8.502e-6, 6.723e-4, 5.978e+1
-0.158, 8.404e-6, 6.724e-4, 5.980e+1
-0.157, 8.349e-6, 6.726e-4, 5.982e+1
-0.156, 8.259e-6, 6.728e-4, 5.984e+1
-0.155, 8.220e-6, 6.729e-4, 5.986e+1
-0.154, 8.161e-6, 6.731e-4, 5.988e+1
-0.153, 8.051e-6, 6.732e-4, 5.990e+1
-0.152, 7.975e-6, 6.734e-4, 5.992e+1
-0.151, 7.934e-6, 6.736e-4, 5.994e+1
-0.150, 7.885e-6, 6.737e-4, 5.996e+1
-0.149, 7.771e-6, 6.739e-4, 5.998e+1
-0.148, 7.688e-6, 6.740e-4, 6.000e+1
-0.147, 7.636e-6, 6.742e-4, 6.002e+1
-0.146, 7.559e-6, 6.743e-4, 6.004e+1
-0.145, 7.528e-6, 6.745e-4, 6.006e+1
-0.144, 7.423e-6, 6.746e-4, 6.008e+1
-0.143, 7.319e-6, 6.748e-4, 6.010e+1
-0.142, 7.284e-6, 6.749e-4, 6.012e+1
-0.141, 7.215e-6, 6.751e-4, 6.014e+1
-0.140, 7.162e-6, 6.752e-4, 6.016e+1
-0.139, 7.061e-6, 6.754e-4, 6.018e+1
-0.138, 6.981e-6, 6.755e-4, 6.020e+1
-0.137, 6.928e-6, 6.756e-4, 6.022e+1
-0.136, 6.845e-6, 6.758e-4, 6.024e+1
-0.135, 6.787e-6, 6.759e-4, 6.026e+1
-0.134, 6.720e-6, 6.760e-4, 6.028e+1
-0.133, 6.617e-6, 6.762e-4, 6.030e+1
-0.132, 6.578e-6, 6.763e-4, 6.032e+1
-0.131, 6.494e-6, 6.764e-4, 6.034e+1
-0.130, 6.432e-6, 6.766e-4, 6.036e+1
-0.129, 6.370e-6, 6.767e-4, 6.038e+1
-0.128, 6.238e-6, 6.768e-4, 6.040e+1
-0.127, 6.201e-6, 6.769e-4, 6.042e+1
-0.126, 6.134e-6, 6.771e-4, 6.044e+1
-0.125, 6.108e-6, 6.772e-4, 6.046e+1
-0.124, 6.031e-6, 6.773e-4, 6.048e+1
-0.123, 5.900e-6, 6.774e-4, 6.050e+1
-0.122, 5.863e-6, 6.775e-4, 6.052e+1
-0.121, 5.794e-6, 6.777e-4, 6.054e+1
-0.120, 5.761e-6, 6.778e-4, 6.056e+1
-0.119, 5.694e-6, 6.779e-4, 6.058e+1
-0.118, 5.588e-6, 6.780e-4, 6.060e+1
-0.117, 5.511e-6, 6.781e-4, 6.062e+1
-0.116, 5.470e-6, 6.782e-4, 6.064e+1
-0.115, 5.451e-6, 6.783e-4, 6.066e+1
-0.114, 5.330e-6, 6.784e-4, 6.068e+1
-0.113, 5.255e-6, 6.785e-4, 6.070e+1
-0.112, 5.214e-6, 6.786e-4, 6.072e+1
-0.111, 5.148e-6, 6.787e-4, 6.074e+1
-0.110, 5.114e-6, 6.788e-4, 6.076e+1
-0.109, 5.015e-6, 6.789e-4, 6.078e+1
-0.108, 4.947e-6, 6.790e-4, 6.080e+1
-0.107, 4.893e-6, 6.791e-4, 6.082e+1
-0.106, 4.834e-6, 6.792e-4, 6.084e+1
-0.105, 4.802e-6, 6.793e-4, 6.086e+1
-0.104, 4.702e-6, 6.794e-4, 6.088e+1
-0.103, 4.587e-6, 6.795e-4, 6.090e+1
-0.102, 4.576e-6, 6.796e-4, 6.092e+1
-0.101, 4.493e-6, 6.797e-4, 6.094e+1
-0.100, 4.468e-6, 6.798e-4, 6.096e+1
-0.099, 4.415e-6, 6.799e-4, 6.098e+1
-0.098, 4.311e-6, 6.800e-4, 6.100e+1
-0.097, 4.271e-6, 6.801e-4, 6.102e+1
-0.096, 4.202e-6, 6.801e-4, 6.104e+1
-0.095, 4.184e-6, 6.802e-4, 6.106e+1
-0.094, 4.119e-6, 6.803e-4, 6.108e+1
-0.093, 4.034e-6, 6.804e-4, 6.110e+1
-0.092, 3.978e-6, 6.805e-4, 6.112e+1
-0.091, 3.902e-6, 6.805e-4, 6.114e+1
-0.090, 3.910e-6, 6.806e-4, 6.116e+1
-0.089, 3.849e-6, 6.807e-4, 6.118e+1
-0.088, 3.735e-6, 6.808e-4, 6.120e+1
-0.087, 3.712e-6, 6.808e-4, 6.122e+1
-0.086, 3.666e-6, 6.809e-4, 6.124e+1
-0.085, 3.627e-6, 6.810e-4, 6.126e+1
-0.084, 3.568e-6, 6.811e-4, 6.128e+1
-0.083, 3.486e-6, 6.811e-4, 6.130e+1
-0.082, 3.440e-6, 6.812e-4, 6.132e+1
-0.081, 3.417e-6, 6.813e-4, 6.134e+1
-0.080, 3.392e-6, 6.813e-4, 6.136e+1
-0.079, 3.304e-6, 6.814e-4, 6.138e+1
-0.078, 3.240e-6, 6.815e-4, 6.140e+1
-0.077, 3.159e-6, 6.815e-4, 6.142e+1
-0.076, 3.146e-6, 6.816e-4, 6.144e+1
-0.075, 3.118e-6, 6.817e-4, 6.146e+1
-0.074, 3.067e-6, 6.817e-4, 6.148e+1
-0.073, 3.008e-6, 6.818e-4, 6.150e+1
-0.072, 2.936e-6, 6.818e-4, 6.152e+1
-0.071, 2.906e-6, 6.819e-4, 6.154e+1
-0.070, 2.894e-6, 6.820e-4, 6.156e+1
-0.069, 2.819e-6, 6.820e-4, 6.158e+1
-0.068, 2.774e-6, 6.821e-4, 6.160e+1
-0.067, 2.723e-6, 6.821e-4, 6.162e+1
-0.066, 2.650e-6, 6.822e-4, 6.164e+1
-0.065, 2.669e-6, 6.822e-4, 6.166e+1
-0.064, 2.622e-6, 6.823e-4, 6.168e+1
-0.063, 2.531e-6, 6.823e-4, 6.170e+1
-0.062, 2.488e-6, 6.824e-4, 6.172e+1
-0.061, 2.445e-6, 6.824e-4, 6.174e+1
-0.060, 2.453e-6, 6.825e-4, 6.176e+1
-0.059, 2.377e-6, 6.825e-4, 6.178e+1
-0.058, 2.318e-6, 6.826e-4, 6.180e+1
-0.057, 2.268e-6, 6.826e-4, 6.182e+1
-0.056, 2.222e-6, 6.827e-4, 6.184e+1
-0.055, 2.255e-6, 6.827e-4, 6.186e+1
-0.054, 2.171e-6, 6.827e-4, 6.188e+1
-0.053, 2.080e-6, 6.828e-4, 6.190e+1
-0.052, 2.071e-6, 6.828e-4, 6.192e+1
-0.051, 2.061e-6, 6.829e-4, 6.194e+1
-0.050, 2.026e-6, 6.829e-4, 6.196e+1
-0.049, 1.967e-6, 6.830e-4, 6.198e+1
-0.048, 1.903e-6, 6.830e-4, 6.200e+1
-0.047, 1.876e-6, 6.830e-4, 6.202e+1
-0.046, 1.844e-6, 6.831e-4, 6.204e+1
-0.045, 1.823e-6, 6.831e-4, 6.206e+1
-0.044, 1.774e-6, 6.831e-4, 6.208e+1
-0.043, 1.707e-6, 6.832e-4, 6.210e+1
-0.042, 1.670e-6, 6.832e-4, 6.212e+1
-0.041, 1.663e-6, 6.832e-4, 6.214e+1
-0.040, 1.625e-6, 6.833e-4, 6.216e+1
-0.039, 1.589e-6, 6.833e-4, 6.218e+1
-0.038, 1.558e-6, 6.833e-4, 6.220e+1
-0.037, 1.486e-6, 6.834e-4, 6.222e+1
-0.036, 1.459e-6, 6.834e-4, 6.224e+1
-0.035, 1.450e-6, 6.834e-4, 6.226e+1
-0.034, 1.390e-6, 6.834e-4, 6.228e+1
-0.033, 1.362e-6, 6.835e-4, 6.230e+1
-0.032, 1.306e-6, 6.835e-4, 6.232e+1
-0.031, 1.267e-6, 6.835e-4, 6.234e+1
-0.030, 1.282e-6, 6.836e-4, 6.236e+1
-0.029, 1.238e-6, 6.836e-4, 6.238e+1
-0.028, 1.181e-6, 6.836e-4, 6.240e+1
-0.027, 1.102e-6, 6.836e-4, 6.242e+1
-0.026, 1.067e-6, 6.836e-4, 6.244e+1
-0.025, 1.115e-6, 6.837e-4, 6.246e+1
-0.024, 1.022e-6, 6.837e-4, 6.248e+1
-0.023, 9.884e-7, 6.837e-4, 6.250e+1
-0.022, 9.448e-7, 6.837e-4, 6.252e+1
-0.021, 9.047e-7, 6.837e-4, 6.254e+1
-0.020, 9.439e-7, 6.838e-4, 6.256e+1
-0.019, 8.683e-7, 6.838e-4, 6.258e+1
-0.018, 8.007e-7, 6.838e-4, 6.260e+1
-0.017, 7.697e-7, 6.838e-4, 6.262e+1
-0.016, 7.696e-7, 6.838e-4, 6.264e+1
-0.015, 7.439e-7, 6.838e-4, 6.266e+1
-0.014, 6.834e-7, 6.839e-4, 6.268e+1
-0.013, 6.463e-7, 6.839e-4, 6.270e+1
-0.012, 5.993e-7, 6.839e-4, 6.272e+1
-0.011, 5.703e-7, 6.839e-4, 6.274e+1
-0.010, 5.782e-7, 6.839e-4, 6.276e+1
-0.009, 5.191e-7, 6.839e-4, 6.278e+1
-0.008, 4.639e-7, 6.839e-4, 6.280e+1
-0.007, 4.408e-7, 6.839e-4, 6.282e+1
-0.006, 4.064e-7, 6.839e-4, 6.284e+1
-0.005, 3.689e-7, 6.839e-4, 6.286e+1
-0.004, 3.566e-7, 6.840e-4, 6.288e+1
-0.003, 3.109e-7, 6.840e-4, 6.290e+1
-0.002, 2.397e-7, 6.840e-4, 6.292e+1
-0.001, 2.278e-7, 6.840e-4, 6.294e+1
-0.000, 3.788e-7, 6.840e-4, 6.296e+1
0.001, 2.135e-7, 6.840e-4, 6.298e+1
0.002, 1.639e-7, 6.840e-4, 6.300e+1
0.003, 9.900e-8, 6.840e-4, 6.302e+1
0.004, 7.418e-8, 6.840e-4, 6.304e+1
0.005, 7.291e-8, 6.840e-4, 6.306e+1
0.006, 1.056e-8, 6.840e-4, 6.308e+1
0.007, -3.685e-8, 6.840e-4, 6.310e+1
0.008, -1.105e-7, 6.840e-4, 6.312e+1
0.009, -1.017e-7, 6.840e-4, 6.314e+1
0.010, -9.871e-8, 6.840e-4, 6.316e+1
0.011, -1.753e-7, 6.840e-4, 6.318e+1
0.012, -2.247e-7, 6.840e-4, 6.320e+1
0.013, -2.704e-7, 6.840e-4, 6.322e+1
0.014, -3.041e-7, 6.840e-4, 6.324e+1
0.015, -2.924e-7, 6.840e-4, 6.326e+1
0.016, -3.643e-7, 6.839e-4, 6.328e+1
0.017, -4.296e-7, 6.839e-4, 6.330e+1
0.018, -4.771e-7, 6.839e-4, 6.332e+1
0.019, -4.967e-7, 6.839e-4, 6.334e+1
0.020, -5.046e-7, 6.839e-4, 6.336e+1
0.021, -5.901e-7, 6.839e-4, 6.338e+1
0.022, -6.195e-7, 6.839e-4, 6.340e+1
0.023, -6.666e-7, 6.839e-4, 6.342e+1
0.024, -7.290e-7, 6.839e-4, 6.344e+1
0.025, -7.412e-7, 6.838e-4, 6.346e+1
0.026, -7.887e-7, 6.838e-4, 6.348e+1
0.027, -8.454e-7, 6.838e-4, 6.350e+1
0.028, -8.911e-7, 6.838e-4, 6.352e+1
0.029, -9.374e-7, 6.838e-4, 6.354e+1
0.030, -9.514e-7, 6.838e-4, 6.356e+1
