Apr. 6, 2014   16:19:52
Cyclic Voltammetry
File: z:\research\electrochemistry\04-06-2014\02qcm\02cv 1.1v to -0.65v ptqcm in 4.5g kno3.txt
Data Source:  Experiment
Instrument Model:  CHI760D
Header: 
Note: 

Init E (V) = 0.353
High E (V) = 1.1
Low E (V) = -0.65
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4
Comp R (ohm) = 24.2

Potential/V, Current/A, Charge/C, Time/s

Segment 1:
0.723, 1.773e-6, 3.842e-4, 9.250e+1
0.722, 1.781e-6, 3.843e-4, 9.252e+1
0.721, 1.773e-6, 3.843e-4, 9.254e+1
0.720, 1.752e-6, 3.844e-4, 9.256e+1
0.719, 1.812e-6, 3.844e-4, 9.258e+1
0.718, 1.807e-6, 3.844e-4, 9.260e+1
0.717, 1.843e-6, 3.845e-4, 9.262e+1
0.716, 1.839e-6, 3.845e-4, 9.264e+1
0.715, 1.803e-6, 3.845e-4, 9.266e+1
0.714, 1.831e-6, 3.846e-4, 9.268e+1
0.713, 1.851e-6, 3.846e-4, 9.270e+1
0.712, 1.869e-6, 3.846e-4, 9.272e+1
0.711, 1.868e-6, 3.847e-4, 9.274e+1
0.710, 1.860e-6, 3.847e-4, 9.276e+1
0.709, 1.884e-6, 3.848e-4, 9.278e+1
0.708, 1.895e-6, 3.848e-4, 9.280e+1
0.707, 1.916e-6, 3.848e-4, 9.282e+1
0.706, 1.932e-6, 3.849e-4, 9.284e+1
0.705, 1.881e-6, 3.849e-4, 9.286e+1
0.704, 1.901e-6, 3.850e-4, 9.288e+1
0.703, 1.955e-6, 3.850e-4, 9.290e+1
0.702, 1.960e-6, 3.850e-4, 9.292e+1
0.701, 1.954e-6, 3.851e-4, 9.294e+1
0.700, 1.930e-6, 3.851e-4, 9.296e+1
0.699, 1.971e-6, 3.851e-4, 9.298e+1
0.698, 1.994e-6, 3.852e-4, 9.300e+1
0.697, 1.988e-6, 3.852e-4, 9.302e+1
0.696, 2.002e-6, 3.853e-4, 9.304e+1
0.695, 1.988e-6, 3.853e-4, 9.306e+1
0.694, 2.016e-6, 3.853e-4, 9.308e+1
0.693, 2.043e-6, 3.854e-4, 9.310e+1
0.692, 2.061e-6, 3.854e-4, 9.312e+1
0.691, 2.050e-6, 3.855e-4, 9.314e+1
0.690, 2.046e-6, 3.855e-4, 9.316e+1
0.689, 2.055e-6, 3.856e-4, 9.318e+1
0.688, 2.066e-6, 3.856e-4, 9.320e+1
0.687, 2.104e-6, 3.856e-4, 9.322e+1
0.686, 2.100e-6, 3.857e-4, 9.324e+1
0.685, 2.076e-6, 3.857e-4, 9.326e+1
0.684, 2.114e-6, 3.858e-4, 9.328e+1
0.683, 2.113e-6, 3.858e-4, 9.330e+1
0.682, 2.147e-6, 3.858e-4, 9.332e+1
0.681, 2.148e-6, 3.859e-4, 9.334e+1
0.680, 2.119e-6, 3.859e-4, 9.336e+1
0.679, 2.148e-6, 3.860e-4, 9.338e+1
0.678, 2.176e-6, 3.860e-4, 9.340e+1
0.677, 2.220e-6, 3.861e-4, 9.342e+1
0.676, 2.188e-6, 3.861e-4, 9.344e+1
0.675, 2.155e-6, 3.861e-4, 9.346e+1
0.674, 2.229e-6, 3.862e-4, 9.348e+1
0.673, 2.231e-6, 3.862e-4, 9.350e+1
0.672, 2.240e-6, 3.863e-4, 9.352e+1
0.671, 2.257e-6, 3.863e-4, 9.354e+1
0.670, 2.223e-6, 3.864e-4, 9.356e+1
0.669, 2.268e-6, 3.864e-4, 9.358e+1
0.668, 2.285e-6, 3.865e-4, 9.360e+1
0.667, 2.279e-6, 3.865e-4, 9.362e+1
0.666, 2.278e-6, 3.866e-4, 9.364e+1
0.665, 2.267e-6, 3.866e-4, 9.366e+1
0.664, 2.320e-6, 3.866e-4, 9.368e+1
0.663, 2.307e-6, 3.867e-4, 9.370e+1
0.662, 2.331e-6, 3.867e-4, 9.372e+1
0.661, 2.353e-6, 3.868e-4, 9.374e+1
0.660, 2.323e-6, 3.868e-4, 9.376e+1
0.659, 2.353e-6, 3.869e-4, 9.378e+1
0.658, 2.371e-6, 3.869e-4, 9.380e+1
0.657, 2.392e-6, 3.870e-4, 9.382e+1
0.656, 2.395e-6, 3.870e-4, 9.384e+1
0.655, 2.365e-6, 3.871e-4, 9.386e+1
0.654, 2.395e-6, 3.871e-4, 9.388e+1
0.653, 2.420e-6, 3.872e-4, 9.390e+1
0.652, 2.455e-6, 3.872e-4, 9.392e+1
0.651, 2.437e-6, 3.873e-4, 9.394e+1
0.650, 2.423e-6, 3.873e-4, 9.396e+1
0.649, 2.464e-6, 3.874e-4, 9.398e+1
0.648, 2.484e-6, 3.874e-4, 9.400e+1
0.647, 2.498e-6, 3.875e-4, 9.402e+1
0.646, 2.498e-6, 3.875e-4, 9.404e+1
0.645, 2.487e-6, 3.876e-4, 9.406e+1
0.644, 2.508e-6, 3.876e-4, 9.408e+1
0.643, 2.521e-6, 3.877e-4, 9.410e+1
0.642, 2.554e-6, 3.877e-4, 9.412e+1
0.641, 2.544e-6, 3.878e-4, 9.414e+1
0.640, 2.560e-6, 3.878e-4, 9.416e+1
0.639, 2.589e-6, 3.879e-4, 9.418e+1
0.638, 2.582e-6, 3.879e-4, 9.420e+1
0.637, 2.606e-6, 3.880e-4, 9.422e+1
0.636, 2.618e-6, 3.880e-4, 9.424e+1
0.635, 2.590e-6, 3.881e-4, 9.426e+1
0.634, 2.619e-6, 3.881e-4, 9.428e+1
0.633, 2.626e-6, 3.882e-4, 9.430e+1
0.632, 2.675e-6, 3.882e-4, 9.432e+1
0.631, 2.670e-6, 3.883e-4, 9.434e+1
0.630, 2.643e-6, 3.883e-4, 9.436e+1
0.629, 2.684e-6, 3.884e-4, 9.438e+1
0.628, 2.691e-6, 3.884e-4, 9.440e+1
0.627, 2.719e-6, 3.885e-4, 9.442e+1
0.626, 2.736e-6, 3.886e-4, 9.444e+1
0.625, 2.695e-6, 3.886e-4, 9.446e+1
0.624, 2.737e-6, 3.887e-4, 9.448e+1
0.623, 2.763e-6, 3.887e-4, 9.450e+1
0.622, 2.774e-6, 3.888e-4, 9.452e+1
0.621, 2.772e-6, 3.888e-4, 9.454e+1
0.620, 2.760e-6, 3.889e-4, 9.456e+1
0.619, 2.802e-6, 3.889e-4, 9.458e+1
0.618, 2.814e-6, 3.890e-4, 9.460e+1
0.617, 2.816e-6, 3.891e-4, 9.462e+1
0.616, 2.839e-6, 3.891e-4, 9.464e+1
0.615, 2.845e-6, 3.892e-4, 9.466e+1
0.614, 2.863e-6, 3.892e-4, 9.468e+1
0.613, 2.872e-6, 3.893e-4, 9.470e+1
0.612, 2.878e-6, 3.893e-4, 9.472e+1
0.611, 2.892e-6, 3.894e-4, 9.474e+1
0.610, 2.894e-6, 3.895e-4, 9.476e+1
0.609, 2.904e-6, 3.895e-4, 9.478e+1
0.608, 2.912e-6, 3.896e-4, 9.480e+1
0.607, 2.971e-6, 3.896e-4, 9.482e+1
0.606, 2.956e-6, 3.897e-4, 9.484e+1
0.605, 2.935e-6, 3.897e-4, 9.486e+1
0.604, 2.974e-6, 3.898e-4, 9.488e+1
0.603, 2.988e-6, 3.899e-4, 9.490e+1
0.602, 3.020e-6, 3.899e-4, 9.492e+1
0.601, 3.002e-6, 3.900e-4, 9.494e+1
0.600, 2.999e-6, 3.900e-4, 9.496e+1
0.599, 3.035e-6, 3.901e-4, 9.498e+1
0.598, 3.049e-6, 3.902e-4, 9.500e+1
0.597, 3.087e-6, 3.902e-4, 9.502e+1
0.596, 3.079e-6, 3.903e-4, 9.504e+1
0.595, 3.047e-6, 3.904e-4, 9.506e+1
0.594, 3.121e-6, 3.904e-4, 9.508e+1
0.593, 3.111e-6, 3.905e-4, 9.510e+1
0.592, 3.130e-6, 3.905e-4, 9.512e+1
0.591, 3.152e-6, 3.906e-4, 9.514e+1
0.590, 3.125e-6, 3.907e-4, 9.516e+1
0.589, 3.195e-6, 3.907e-4, 9.518e+1
0.588, 3.185e-6, 3.908e-4, 9.520e+1
0.587, 3.185e-6, 3.909e-4, 9.522e+1
0.586, 3.215e-6, 3.909e-4, 9.524e+1
0.585, 3.193e-6, 3.910e-4, 9.526e+1
0.584, 3.230e-6, 3.911e-4, 9.528e+1
0.583, 3.230e-6, 3.911e-4, 9.530e+1
0.582, 3.269e-6, 3.912e-4, 9.532e+1
0.581, 3.290e-6, 3.912e-4, 9.534e+1
0.580, 3.246e-6, 3.913e-4, 9.536e+1
0.579, 3.280e-6, 3.914e-4, 9.538e+1
0.578, 3.320e-6, 3.914e-4, 9.540e+1
0.577, 3.336e-6, 3.915e-4, 9.542e+1
0.576, 3.321e-6, 3.916e-4, 9.544e+1
0.575, 3.322e-6, 3.916e-4, 9.546e+1
0.574, 3.346e-6, 3.917e-4, 9.548e+1
0.573, 3.367e-6, 3.918e-4, 9.550e+1
0.572, 3.402e-6, 3.918e-4, 9.552e+1
0.571, 3.387e-6, 3.919e-4, 9.554e+1
0.570, 3.375e-6, 3.920e-4, 9.556e+1
0.569, 3.408e-6, 3.920e-4, 9.558e+1
0.568, 3.427e-6, 3.921e-4, 9.560e+1
0.567, 3.438e-6, 3.922e-4, 9.562e+1
0.566, 3.449e-6, 3.923e-4, 9.564e+1
0.565, 3.456e-6, 3.923e-4, 9.566e+1
0.564, 3.476e-6, 3.924e-4, 9.568e+1
0.563, 3.473e-6, 3.925e-4, 9.570e+1
0.562, 3.526e-6, 3.925e-4, 9.572e+1
0.561, 3.524e-6, 3.926e-4, 9.574e+1
0.560, 3.509e-6, 3.927e-4, 9.576e+1
0.559, 3.549e-6, 3.927e-4, 9.578e+1
0.558, 3.550e-6, 3.928e-4, 9.580e+1
0.557, 3.594e-6, 3.929e-4, 9.582e+1
0.556, 3.604e-6, 3.930e-4, 9.584e+1
0.555, 3.578e-6, 3.930e-4, 9.586e+1
0.554, 3.601e-6, 3.931e-4, 9.588e+1
0.553, 3.615e-6, 3.932e-4, 9.590e+1
0.552, 3.668e-6, 3.933e-4, 9.592e+1
0.551, 3.653e-6, 3.933e-4, 9.594e+1
0.550, 3.641e-6, 3.934e-4, 9.596e+1
0.549, 3.682e-6, 3.935e-4, 9.598e+1
0.548, 3.686e-6, 3.935e-4, 9.600e+1
0.547, 3.728e-6, 3.936e-4, 9.602e+1
0.546, 3.735e-6, 3.937e-4, 9.604e+1
0.545, 3.702e-6, 3.938e-4, 9.606e+1
0.544, 3.747e-6, 3.938e-4, 9.608e+1
0.543, 3.784e-6, 3.939e-4, 9.610e+1
0.542, 3.795e-6, 3.940e-4, 9.612e+1
0.541, 3.791e-6, 3.941e-4, 9.614e+1
0.540, 3.786e-6, 3.941e-4, 9.616e+1
0.539, 3.825e-6, 3.942e-4, 9.618e+1
0.538, 3.859e-6, 3.943e-4, 9.620e+1
0.537, 3.853e-6, 3.944e-4, 9.622e+1
0.536, 3.884e-6, 3.945e-4, 9.624e+1
0.535, 3.863e-6, 3.945e-4, 9.626e+1
0.534, 3.884e-6, 3.946e-4, 9.628e+1
0.533, 3.905e-6, 3.947e-4, 9.630e+1
0.532, 3.936e-6, 3.948e-4, 9.632e+1
0.531, 3.944e-6, 3.948e-4, 9.634e+1
0.530, 3.946e-6, 3.949e-4, 9.636e+1
0.529, 3.950e-6, 3.950e-4, 9.638e+1
0.528, 3.959e-6, 3.951e-4, 9.640e+1
0.527, 4.022e-6, 3.952e-4, 9.642e+1
0.526, 4.027e-6, 3.952e-4, 9.644e+1
0.525, 3.999e-6, 3.953e-4, 9.646e+1
0.524, 4.028e-6, 3.954e-4, 9.648e+1
0.523, 4.055e-6, 3.955e-4, 9.650e+1
0.522, 4.089e-6, 3.956e-4, 9.652e+1
0.521, 4.080e-6, 3.956e-4, 9.654e+1
0.520, 4.073e-6, 3.957e-4, 9.656e+1
0.519, 4.107e-6, 3.958e-4, 9.658e+1
0.518, 4.118e-6, 3.959e-4, 9.660e+1
0.517, 4.174e-6, 3.960e-4, 9.662e+1
0.516, 4.148e-6, 3.961e-4, 9.664e+1
0.515, 4.142e-6, 3.961e-4, 9.666e+1
0.514, 4.193e-6, 3.962e-4, 9.668e+1
0.513, 4.196e-6, 3.963e-4, 9.670e+1
0.512, 4.271e-6, 3.964e-4, 9.672e+1
0.511, 4.244e-6, 3.965e-4, 9.674e+1
0.510, 4.230e-6, 3.966e-4, 9.676e+1
0.509, 4.262e-6, 3.967e-4, 9.678e+1
0.508, 4.275e-6, 3.967e-4, 9.680e+1
0.507, 4.293e-6, 3.968e-4, 9.682e+1
0.506, 4.331e-6, 3.969e-4, 9.684e+1
0.505, 4.305e-6, 3.970e-4, 9.686e+1
0.504, 4.333e-6, 3.971e-4, 9.688e+1
0.503, 4.341e-6, 3.972e-4, 9.690e+1
0.502, 4.380e-6, 3.973e-4, 9.692e+1
0.501, 4.413e-6, 3.973e-4, 9.694e+1
0.500, 4.377e-6, 3.974e-4, 9.696e+1
0.499, 4.393e-6, 3.975e-4, 9.698e+1
0.498, 4.426e-6, 3.976e-4, 9.700e+1
0.497, 4.465e-6, 3.977e-4, 9.702e+1
0.496, 4.472e-6, 3.978e-4, 9.704e+1
0.495, 4.467e-6, 3.979e-4, 9.706e+1
0.494, 4.467e-6, 3.980e-4, 9.708e+1
0.493, 4.500e-6, 3.981e-4, 9.710e+1
0.492, 4.547e-6, 3.981e-4, 9.712e+1
0.491, 4.544e-6, 3.982e-4, 9.714e+1
0.490, 4.524e-6, 3.983e-4, 9.716e+1
0.489, 4.542e-6, 3.984e-4, 9.718e+1
0.488, 4.588e-6, 3.985e-4, 9.720e+1
0.487, 4.642e-6, 3.986e-4, 9.722e+1
0.486, 4.621e-6, 3.987e-4, 9.724e+1
0.485, 4.615e-6, 3.988e-4, 9.726e+1
0.484, 4.629e-6, 3.989e-4, 9.728e+1
0.483, 4.657e-6, 3.990e-4, 9.730e+1
0.482, 4.708e-6, 3.991e-4, 9.732e+1
0.481, 4.687e-6, 3.992e-4, 9.734e+1
0.480, 4.678e-6, 3.993e-4, 9.736e+1
0.479, 4.723e-6, 3.993e-4, 9.738e+1
0.478, 4.732e-6, 3.994e-4, 9.740e+1
0.477, 4.764e-6, 3.995e-4, 9.742e+1
0.476, 4.762e-6, 3.996e-4, 9.744e+1
0.475, 4.765e-6, 3.997e-4, 9.746e+1
0.474, 4.779e-6, 3.998e-4, 9.748e+1
0.473, 4.790e-6, 3.999e-4, 9.750e+1
0.472, 4.848e-6, 4.000e-4, 9.752e+1
0.471, 4.847e-6, 4.001e-4, 9.754e+1
0.470, 4.831e-6, 4.002e-4, 9.756e+1
0.469, 4.871e-6, 4.003e-4, 9.758e+1
0.468, 4.870e-6, 4.004e-4, 9.760e+1
0.467, 4.915e-6, 4.005e-4, 9.762e+1
0.466, 4.928e-6, 4.006e-4, 9.764e+1
0.465, 4.911e-6, 4.007e-4, 9.766e+1
0.464, 4.920e-6, 4.008e-4, 9.768e+1
0.463, 4.953e-6, 4.009e-4, 9.770e+1
0.462, 4.997e-6, 4.010e-4, 9.772e+1
0.461, 4.977e-6, 4.011e-4, 9.774e+1
0.460, 4.989e-6, 4.012e-4, 9.776e+1
0.459, 4.992e-6, 4.013e-4, 9.778e+1
0.458, 5.028e-6, 4.014e-4, 9.780e+1
0.457, 5.070e-6, 4.015e-4, 9.782e+1
0.456, 5.059e-6, 4.016e-4, 9.784e+1
0.455, 5.054e-6, 4.017e-4, 9.786e+1
0.454, 5.064e-6, 4.018e-4, 9.788e+1
0.453, 5.112e-6, 4.019e-4, 9.790e+1
0.452, 5.141e-6, 4.020e-4, 9.792e+1
0.451, 5.127e-6, 4.021e-4, 9.794e+1
0.450, 5.136e-6, 4.022e-4, 9.796e+1
0.449, 5.142e-6, 4.023e-4, 9.798e+1
0.448, 5.166e-6, 4.024e-4, 9.800e+1
0.447, 5.222e-6, 4.025e-4, 9.802e+1
0.446, 5.199e-6, 4.026e-4, 9.804e+1
0.445, 5.185e-6, 4.027e-4, 9.806e+1
0.444, 5.226e-6, 4.028e-4, 9.808e+1
0.443, 5.252e-6, 4.029e-4, 9.810e+1
0.442, 5.275e-6, 4.030e-4, 9.812e+1
0.441, 5.265e-6, 4.032e-4, 9.814e+1
0.440, 5.275e-6, 4.033e-4, 9.816e+1
0.439, 5.293e-6, 4.034e-4, 9.818e+1
0.438, 5.303e-6, 4.035e-4, 9.820e+1
0.437, 5.353e-6, 4.036e-4, 9.822e+1
0.436, 5.350e-6, 4.037e-4, 9.824e+1
0.435, 5.350e-6, 4.038e-4, 9.826e+1
0.434, 5.374e-6, 4.039e-4, 9.828e+1
0.433, 5.375e-6, 4.040e-4, 9.830e+1
0.432, 5.405e-6, 4.041e-4, 9.832e+1
0.431, 5.423e-6, 4.042e-4, 9.834e+1
0.430, 5.411e-6, 4.043e-4, 9.836e+1
0.429, 5.433e-6, 4.044e-4, 9.838e+1
0.428, 5.451e-6, 4.045e-4, 9.840e+1
0.427, 5.483e-6, 4.047e-4, 9.842e+1
0.426, 5.481e-6, 4.048e-4, 9.844e+1
0.425, 5.484e-6, 4.049e-4, 9.846e+1
0.424, 5.491e-6, 4.050e-4, 9.848e+1
0.423, 5.495e-6, 4.051e-4, 9.850e+1
0.422, 5.554e-6, 4.052e-4, 9.852e+1
0.421, 5.549e-6, 4.053e-4, 9.854e+1
0.420, 5.537e-6, 4.054e-4, 9.856e+1
0.419, 5.540e-6, 4.055e-4, 9.858e+1
0.418, 5.575e-6, 4.057e-4, 9.860e+1
0.417, 5.616e-6, 4.058e-4, 9.862e+1
0.416, 5.610e-6, 4.059e-4, 9.864e+1
0.415, 5.597e-6, 4.060e-4, 9.866e+1
0.414, 5.618e-6, 4.061e-4, 9.868e+1
0.413, 5.643e-6, 4.062e-4, 9.870e+1
0.412, 5.680e-6, 4.063e-4, 9.872e+1
0.411, 5.656e-6, 4.064e-4, 9.874e+1
0.410, 5.593e-6, 4.066e-4, 9.876e+1
0.409, 5.653e-6, 4.067e-4, 9.878e+1
0.408, 5.687e-6, 4.068e-4, 9.880e+1
0.407, 5.728e-6, 4.069e-4, 9.882e+1
0.406, 5.703e-6, 4.070e-4, 9.884e+1
0.405, 5.714e-6, 4.071e-4, 9.886e+1
0.404, 5.725e-6, 4.072e-4, 9.888e+1
0.403, 5.740e-6, 4.074e-4, 9.890e+1
0.402, 5.789e-6, 4.075e-4, 9.892e+1
0.401, 5.757e-6, 4.076e-4, 9.894e+1
0.400, 5.769e-6, 4.077e-4, 9.896e+1
0.399, 5.793e-6, 4.078e-4, 9.898e+1
0.398, 5.805e-6, 4.079e-4, 9.900e+1
0.397, 5.822e-6, 4.080e-4, 9.902e+1
0.396, 5.818e-6, 4.082e-4, 9.904e+1
0.395, 5.823e-6, 4.083e-4, 9.906e+1
0.394, 5.834e-6, 4.084e-4, 9.908e+1
0.393, 5.844e-6, 4.085e-4, 9.910e+1
0.392, 5.886e-6, 4.086e-4, 9.912e+1
0.391, 5.884e-6, 4.087e-4, 9.914e+1
0.390, 5.881e-6, 4.089e-4, 9.916e+1
0.389, 5.889e-6, 4.090e-4, 9.918e+1
0.388, 5.894e-6, 4.091e-4, 9.920e+1
0.387, 5.934e-6, 4.092e-4, 9.922e+1
0.386, 5.946e-6, 4.093e-4, 9.924e+1
0.385, 5.926e-6, 4.095e-4, 9.926e+1
0.384, 5.943e-6, 4.096e-4, 9.928e+1
0.383, 5.962e-6, 4.097e-4, 9.930e+1
0.382, 5.988e-6, 4.098e-4, 9.932e+1
0.381, 5.988e-6, 4.099e-4, 9.934e+1
0.380, 5.983e-6, 4.101e-4, 9.936e+1
0.379, 5.967e-6, 4.102e-4, 9.938e+1
0.378, 6.003e-6, 4.103e-4, 9.940e+1
0.377, 6.044e-6, 4.104e-4, 9.942e+1
0.376, 6.010e-6, 4.105e-4, 9.944e+1
0.375, 6.013e-6, 4.107e-4, 9.946e+1
0.374, 6.017e-6, 4.108e-4, 9.948e+1
0.373, 6.059e-6, 4.109e-4, 9.950e+1
0.372, 6.068e-6, 4.110e-4, 9.952e+1
0.371, 6.049e-6, 4.111e-4, 9.954e+1
0.370, 6.062e-6, 4.113e-4, 9.956e+1
0.369, 6.060e-6, 4.114e-4, 9.958e+1
0.368, 6.079e-6, 4.115e-4, 9.960e+1
0.367, 6.119e-6, 4.116e-4, 9.962e+1
0.366, 6.087e-6, 4.117e-4, 9.964e+1
0.365, 6.100e-6, 4.119e-4, 9.966e+1
0.364, 6.110e-6, 4.120e-4, 9.968e+1
0.363, 6.104e-6, 4.121e-4, 9.970e+1
0.362, 6.145e-6, 4.122e-4, 9.972e+1
0.361, 6.123e-6, 4.124e-4, 9.974e+1
0.360, 6.138e-6, 4.125e-4, 9.976e+1
0.359, 6.123e-6, 4.126e-4, 9.978e+1
0.358, 6.137e-6, 4.127e-4, 9.980e+1
0.357, 6.182e-6, 4.129e-4, 9.982e+1
0.356, 6.162e-6, 4.130e-4, 9.984e+1
0.355, 6.164e-6, 4.131e-4, 9.986e+1
0.354, 6.169e-6, 4.132e-4, 9.988e+1
0.353, 6.168e-6, 4.133e-4, 9.990e+1
0.352, 6.212e-6, 4.135e-4, 9.992e+1
0.351, 6.210e-6, 4.136e-4, 9.994e+1
0.350, 6.185e-6, 4.137e-4, 9.996e+1
0.349, 6.175e-6, 4.138e-4, 9.998e+1
0.348, 6.221e-6, 4.140e-4, 1.000e+2
0.347, 6.231e-6, 4.141e-4, 1.000e+2
0.346, 6.217e-6, 4.142e-4, 1.000e+2
0.345, 6.213e-6, 4.143e-4, 1.001e+2
0.344, 6.227e-6, 4.145e-4, 1.001e+2
0.343, 6.230e-6, 4.146e-4, 1.001e+2
0.342, 6.271e-6, 4.147e-4, 1.001e+2
0.341, 6.249e-6, 4.148e-4, 1.001e+2
0.340, 6.247e-6, 4.150e-4, 1.002e+2
0.339, 6.235e-6, 4.151e-4, 1.002e+2
0.338, 6.283e-6, 4.152e-4, 1.002e+2
0.337, 6.268e-6, 4.153e-4, 1.002e+2
0.336, 6.268e-6, 4.155e-4, 1.002e+2
0.335, 6.286e-6, 4.156e-4, 1.003e+2
0.334, 6.265e-6, 4.157e-4, 1.003e+2
0.333, 6.295e-6, 4.158e-4, 1.003e+2
0.332, 6.310e-6, 4.160e-4, 1.003e+2
0.331, 6.295e-6, 4.161e-4, 1.003e+2
0.330, 6.304e-6, 4.162e-4, 1.004e+2
0.329, 6.276e-6, 4.163e-4, 1.004e+2
0.328, 6.300e-6, 4.165e-4, 1.004e+2
0.327, 6.338e-6, 4.166e-4, 1.004e+2
0.326, 6.310e-6, 4.167e-4, 1.004e+2
0.325, 6.326e-6, 4.168e-4, 1.005e+2
0.324, 6.290e-6, 4.170e-4, 1.005e+2
0.323, 6.317e-6, 4.171e-4, 1.005e+2
0.322, 6.363e-6, 4.172e-4, 1.005e+2
0.321, 6.336e-6, 4.174e-4, 1.005e+2
0.320, 6.322e-6, 4.175e-4, 1.006e+2
0.319, 6.319e-6, 4.176e-4, 1.006e+2
0.318, 6.337e-6, 4.177e-4, 1.006e+2
0.317, 6.371e-6, 4.179e-4, 1.006e+2
0.316, 6.341e-6, 4.180e-4, 1.006e+2
0.315, 6.341e-6, 4.181e-4, 1.007e+2
0.314, 6.349e-6, 4.182e-4, 1.007e+2
0.313, 6.351e-6, 4.184e-4, 1.007e+2
0.312, 6.385e-6, 4.185e-4, 1.007e+2
0.311, 6.350e-6, 4.186e-4, 1.007e+2
0.310, 6.374e-6, 4.188e-4, 1.008e+2
0.309, 6.368e-6, 4.189e-4, 1.008e+2
0.308, 6.391e-6, 4.190e-4, 1.008e+2
0.307, 6.393e-6, 4.191e-4, 1.008e+2
0.306, 6.393e-6, 4.193e-4, 1.008e+2
0.305, 6.393e-6, 4.194e-4, 1.009e+2
0.304, 6.370e-6, 4.195e-4, 1.009e+2
0.303, 6.390e-6, 4.196e-4, 1.009e+2
0.302, 6.408e-6, 4.198e-4, 1.009e+2
0.301, 6.409e-6, 4.199e-4, 1.009e+2
0.300, 6.417e-6, 4.200e-4, 1.010e+2
0.299, 6.380e-6, 4.202e-4, 1.010e+2
0.298, 6.399e-6, 4.203e-4, 1.010e+2
0.297, 6.431e-6, 4.204e-4, 1.010e+2
0.296, 6.429e-6, 4.205e-4, 1.010e+2
0.295, 6.412e-6, 4.207e-4, 1.011e+2
0.294, 6.393e-6, 4.208e-4, 1.011e+2
0.293, 6.416e-6, 4.209e-4, 1.011e+2
0.292, 6.445e-6, 4.211e-4, 1.011e+2
0.291, 6.422e-6, 4.212e-4, 1.011e+2
0.290, 6.443e-6, 4.213e-4, 1.012e+2
0.289, 6.412e-6, 4.214e-4, 1.012e+2
0.288, 6.431e-6, 4.216e-4, 1.012e+2
0.287, 6.477e-6, 4.217e-4, 1.012e+2
0.286, 6.432e-6, 4.218e-4, 1.012e+2
0.285, 6.445e-6, 4.220e-4, 1.013e+2
0.284, 6.441e-6, 4.221e-4, 1.013e+2
0.283, 6.454e-6, 4.222e-4, 1.013e+2
0.282, 6.490e-6, 4.223e-4, 1.013e+2
0.281, 6.453e-6, 4.225e-4, 1.013e+2
0.280, 6.484e-6, 4.226e-4, 1.014e+2
0.279, 6.452e-6, 4.227e-4, 1.014e+2
0.278, 6.457e-6, 4.229e-4, 1.014e+2
0.277, 6.492e-6, 4.230e-4, 1.014e+2
0.276, 6.475e-6, 4.231e-4, 1.014e+2
0.275, 6.491e-6, 4.233e-4, 1.015e+2
0.274, 6.488e-6, 4.234e-4, 1.015e+2
0.273, 6.470e-6, 4.235e-4, 1.015e+2
0.272, 6.501e-6, 4.236e-4, 1.015e+2
0.271, 6.516e-6, 4.238e-4, 1.015e+2
0.270, 6.514e-6, 4.239e-4, 1.016e+2
0.269, 6.472e-6, 4.240e-4, 1.016e+2
0.268, 6.501e-6, 4.242e-4, 1.016e+2
0.267, 6.530e-6, 4.243e-4, 1.016e+2
0.266, 6.520e-6, 4.244e-4, 1.016e+2
0.265, 6.513e-6, 4.246e-4, 1.017e+2
0.264, 6.505e-6, 4.247e-4, 1.017e+2
0.263, 6.528e-6, 4.248e-4, 1.017e+2
0.262, 6.559e-6, 4.249e-4, 1.017e+2
0.261, 6.543e-6, 4.251e-4, 1.017e+2
0.260, 6.538e-6, 4.252e-4, 1.018e+2
0.259, 6.528e-6, 4.253e-4, 1.018e+2
0.258, 6.563e-6, 4.255e-4, 1.018e+2
0.257, 6.569e-6, 4.256e-4, 1.018e+2
0.256, 6.546e-6, 4.257e-4, 1.018e+2
0.255, 6.573e-6, 4.259e-4, 1.019e+2
0.254, 6.561e-6, 4.260e-4, 1.019e+2
0.253, 6.569e-6, 4.261e-4, 1.019e+2
0.252, 6.589e-6, 4.263e-4, 1.019e+2
0.251, 6.586e-6, 4.264e-4, 1.019e+2
0.250, 6.601e-6, 4.265e-4, 1.020e+2
0.249, 6.581e-6, 4.267e-4, 1.020e+2
0.248, 6.601e-6, 4.268e-4, 1.020e+2
0.247, 6.616e-6, 4.269e-4, 1.020e+2
0.246, 6.622e-6, 4.270e-4, 1.020e+2
0.245, 6.647e-6, 4.272e-4, 1.021e+2
0.244, 6.593e-6, 4.273e-4, 1.021e+2
0.243, 6.617e-6, 4.274e-4, 1.021e+2
0.242, 6.675e-6, 4.276e-4, 1.021e+2
0.241, 6.652e-6, 4.277e-4, 1.021e+2
0.240, 6.659e-6, 4.278e-4, 1.022e+2
0.239, 6.643e-6, 4.280e-4, 1.022e+2
0.238, 6.655e-6, 4.281e-4, 1.022e+2
0.237, 6.694e-6, 4.282e-4, 1.022e+2
0.236, 6.702e-6, 4.284e-4, 1.022e+2
0.235, 6.687e-6, 4.285e-4, 1.023e+2
0.234, 6.664e-6, 4.286e-4, 1.023e+2
