Apr. 7, 2014   14:01:06
Amperometric i-t Curve
File: z:\research\electrochemistry\04-07-2014\01ait\01ait -0.4v ptqcm in 4.5g kno3.txt
Data Source:  Experiment
Instrument Model:  CHI760D
Header: 
Note: 

Init E (V) = -0.4
Sample Interval (s) = 1
Run Time (sec) = 9.999e+3
Quiet Time (sec) = 0
Sensitivity (A/V) = 1e-5

Time/sec, Current/A, Charge/C
1.524e+3, 3.133e-6, 7.315e-3
1.525e+3, 3.133e-6, 7.318e-3
1.526e+3, 3.133e-6, 7.321e-3
1.527e+3, 3.132e-6, 7.324e-3
1.528e+3, 3.133e-6, 7.328e-3
1.529e+3, 3.133e-6, 7.331e-3
1.530e+3, 3.132e-6, 7.334e-3
1.531e+3, 3.132e-6, 7.337e-3
1.532e+3, 3.132e-6, 7.340e-3
1.533e+3, 3.132e-6, 7.343e-3
1.534e+3, 3.132e-6, 7.346e-3
1.535e+3, 3.132e-6, 7.349e-3
1.536e+3, 3.132e-6, 7.353e-3
1.537e+3, 3.132e-6, 7.356e-3
1.538e+3, 3.132e-6, 7.359e-3
1.539e+3, 3.132e-6, 7.362e-3
1.540e+3, 3.132e-6, 7.365e-3
1.541e+3, 3.132e-6, 7.368e-3
1.542e+3, 3.132e-6, 7.371e-3
1.543e+3, 3.132e-6, 7.374e-3
1.544e+3, 3.132e-6, 7.378e-3
1.545e+3, 3.131e-6, 7.381e-3
1.546e+3, 3.131e-6, 7.384e-3
1.547e+3, 3.132e-6, 7.387e-3
1.548e+3, 3.132e-6, 7.390e-3
1.549e+3, 3.132e-6, 7.393e-3
1.550e+3, 3.132e-6, 7.396e-3
1.551e+3, 3.132e-6, 7.400e-3
1.552e+3, 3.132e-6, 7.403e-3
1.553e+3, 3.132e-6, 7.406e-3
1.554e+3, 3.132e-6, 7.409e-3
1.555e+3, 3.132e-6, 7.412e-3
1.556e+3, 3.132e-6, 7.415e-3
1.557e+3, 3.132e-6, 7.418e-3
1.558e+3, 3.133e-6, 7.421e-3
1.559e+3, 3.133e-6, 7.425e-3
1.560e+3, 3.132e-6, 7.428e-3
1.561e+3, 3.133e-6, 7.431e-3
1.562e+3, 3.133e-6, 7.434e-3
1.563e+3, 3.132e-6, 7.437e-3
1.564e+3, 3.132e-6, 7.440e-3
1.565e+3, 3.133e-6, 7.443e-3
1.566e+3, 3.133e-6, 7.447e-3
1.567e+3, 3.133e-6, 7.450e-3
1.568e+3, 3.134e-6, 7.453e-3
1.569e+3, 3.134e-6, 7.456e-3
1.570e+3, 3.134e-6, 7.459e-3
1.571e+3, 3.134e-6, 7.462e-3
1.572e+3, 3.134e-6, 7.465e-3
1.573e+3, 3.134e-6, 7.468e-3
1.574e+3, 3.135e-6, 7.472e-3
1.575e+3, 3.136e-6, 7.475e-3
1.576e+3, 3.135e-6, 7.478e-3
1.577e+3, 3.135e-6, 7.481e-3
1.578e+3, 3.134e-6, 7.484e-3
1.579e+3, 3.134e-6, 7.487e-3
1.580e+3, 3.134e-6, 7.490e-3
1.581e+3, 3.134e-6, 7.494e-3
1.582e+3, 3.134e-6, 7.497e-3
1.583e+3, 3.134e-6, 7.500e-3
1.584e+3, 3.134e-6, 7.503e-3
1.585e+3, 3.135e-6, 7.506e-3
1.586e+3, 3.134e-6, 7.509e-3
1.587e+3, 3.134e-6, 7.512e-3
1.588e+3, 3.134e-6, 7.515e-3
1.589e+3, 3.134e-6, 7.519e-3
1.590e+3, 3.135e-6, 7.522e-3
1.591e+3, 3.137e-6, 7.525e-3
1.592e+3, 3.137e-6, 7.528e-3
1.593e+3, 3.137e-6, 7.531e-3
1.594e+3, 3.137e-6, 7.534e-3
1.595e+3, 3.137e-6, 7.537e-3
1.596e+3, 3.137e-6, 7.541e-3
1.597e+3, 3.136e-6, 7.544e-3
1.598e+3, 3.137e-6, 7.547e-3
1.599e+3, 3.136e-6, 7.550e-3
1.600e+3, 3.136e-6, 7.553e-3
1.601e+3, 3.136e-6, 7.556e-3
1.602e+3, 3.136e-6, 7.559e-3
1.603e+3, 3.136e-6, 7.563e-3
1.604e+3, 3.136e-6, 7.566e-3
1.605e+3, 3.136e-6, 7.569e-3
1.606e+3, 3.136e-6, 7.572e-3
1.607e+3, 3.136e-6, 7.575e-3
1.608e+3, 3.136e-6, 7.578e-3
1.609e+3, 3.135e-6, 7.581e-3
1.610e+3, 3.136e-6, 7.584e-3
1.611e+3, 3.135e-6, 7.588e-3
1.612e+3, 3.135e-6, 7.591e-3
1.613e+3, 3.135e-6, 7.594e-3
1.614e+3, 3.135e-6, 7.597e-3
1.615e+3, 3.135e-6, 7.600e-3
1.616e+3, 3.135e-6, 7.603e-3
1.617e+3, 3.135e-6, 7.606e-3
1.618e+3, 3.135e-6, 7.610e-3
1.619e+3, 3.135e-6, 7.613e-3
1.620e+3, 3.135e-6, 7.616e-3
1.621e+3, 3.135e-6, 7.619e-3
1.622e+3, 3.135e-6, 7.622e-3
1.623e+3, 3.135e-6, 7.625e-3
1.624e+3, 3.135e-6, 7.628e-3
1.625e+3, 3.135e-6, 7.631e-3
1.626e+3, 3.135e-6, 7.635e-3
1.627e+3, 3.135e-6, 7.638e-3
1.628e+3, 3.135e-6, 7.641e-3
1.629e+3, 3.136e-6, 7.644e-3
1.630e+3, 3.136e-6, 7.647e-3
1.631e+3, 3.136e-6, 7.650e-3
1.632e+3, 3.136e-6, 7.653e-3
1.633e+3, 3.137e-6, 7.657e-3
1.634e+3, 3.137e-6, 7.660e-3
1.635e+3, 3.137e-6, 7.663e-3
1.636e+3, 3.138e-6, 7.666e-3
1.637e+3, 3.138e-6, 7.669e-3
1.638e+3, 3.149e-6, 7.672e-3
1.639e+3, 3.144e-6, 7.675e-3
1.640e+3, 3.139e-6, 7.679e-3
1.641e+3, 3.138e-6, 7.682e-3
1.642e+3, 3.138e-6, 7.685e-3
1.643e+3, 3.138e-6, 7.688e-3
1.644e+3, 3.138e-6, 7.691e-3
1.645e+3, 3.138e-6, 7.694e-3
1.646e+3, 3.138e-6, 7.697e-3
1.647e+3, 3.138e-6, 7.701e-3
1.648e+3, 3.138e-6, 7.704e-3
1.649e+3, 3.138e-6, 7.707e-3
1.650e+3, 3.138e-6, 7.710e-3
1.651e+3, 3.138e-6, 7.713e-3
1.652e+3, 3.138e-6, 7.716e-3
1.653e+3, 3.138e-6, 7.719e-3
1.654e+3, 3.138e-6, 7.722e-3
1.655e+3, 3.138e-6, 7.726e-3
1.656e+3, 3.138e-6, 7.729e-3
1.657e+3, 3.138e-6, 7.732e-3
1.658e+3, 3.139e-6, 7.735e-3
1.659e+3, 3.139e-6, 7.738e-3
1.660e+3, 3.139e-6, 7.741e-3
1.661e+3, 3.138e-6, 7.744e-3
1.662e+3, 3.139e-6, 7.748e-3
1.663e+3, 3.139e-6, 7.751e-3
1.664e+3, 3.139e-6, 7.754e-3
1.665e+3, 3.139e-6, 7.757e-3
1.666e+3, 3.146e-6, 7.760e-3
1.667e+3, 3.144e-6, 7.763e-3
1.668e+3, 3.143e-6, 7.766e-3
1.669e+3, 3.143e-6, 7.770e-3
1.670e+3, 3.143e-6, 7.773e-3
1.671e+3, 3.143e-6, 7.776e-3
1.672e+3, 3.143e-6, 7.779e-3
1.673e+3, 3.143e-6, 7.782e-3
1.674e+3, 3.143e-6, 7.785e-3
1.675e+3, 3.143e-6, 7.788e-3
1.676e+3, 3.143e-6, 7.792e-3
1.677e+3, 3.143e-6, 7.795e-3
1.678e+3, 3.143e-6, 7.798e-3
1.679e+3, 3.143e-6, 7.801e-3
1.680e+3, 3.142e-6, 7.804e-3
1.681e+3, 3.143e-6, 7.807e-3
1.682e+3, 3.143e-6, 7.810e-3
1.683e+3, 3.143e-6, 7.814e-3
1.684e+3, 3.143e-6, 7.817e-3
1.685e+3, 3.143e-6, 7.820e-3
1.686e+3, 3.143e-6, 7.823e-3
1.687e+3, 3.144e-6, 7.826e-3
1.688e+3, 3.143e-6, 7.829e-3
1.689e+3, 3.144e-6, 7.832e-3
1.690e+3, 3.144e-6, 7.836e-3
1.691e+3, 3.144e-6, 7.839e-3
1.692e+3, 3.144e-6, 7.842e-3
1.693e+3, 3.144e-6, 7.845e-3
1.694e+3, 3.144e-6, 7.848e-3
1.695e+3, 3.144e-6, 7.851e-3
1.696e+3, 3.145e-6, 7.854e-3
1.697e+3, 3.145e-6, 7.858e-3
1.698e+3, 3.145e-6, 7.861e-3
1.699e+3, 3.145e-6, 7.864e-3
1.700e+3, 3.145e-6, 7.867e-3
1.701e+3, 3.145e-6, 7.870e-3
1.702e+3, 3.146e-6, 7.873e-3
1.703e+3, 3.146e-6, 7.876e-3
1.704e+3, 3.146e-6, 7.880e-3
1.705e+3, 3.146e-6, 7.883e-3
1.706e+3, 3.147e-6, 7.886e-3
1.707e+3, 3.147e-6, 7.889e-3
1.708e+3, 3.148e-6, 7.892e-3
1.709e+3, 3.148e-6, 7.895e-3
1.710e+3, 3.148e-6, 7.899e-3
1.711e+3, 3.149e-6, 7.902e-3
1.712e+3, 3.149e-6, 7.905e-3
1.713e+3, 3.149e-6, 7.908e-3
1.714e+3, 3.149e-6, 7.911e-3
1.715e+3, 3.150e-6, 7.914e-3
1.716e+3, 3.150e-6, 7.917e-3
1.717e+3, 3.150e-6, 7.921e-3
1.718e+3, 3.150e-6, 7.924e-3
1.719e+3, 3.151e-6, 7.927e-3
1.720e+3, 3.151e-6, 7.930e-3
1.721e+3, 3.151e-6, 7.933e-3
1.722e+3, 3.152e-6, 7.936e-3
1.723e+3, 3.152e-6, 7.939e-3
1.724e+3, 3.152e-6, 7.943e-3
1.725e+3, 3.152e-6, 7.946e-3
1.726e+3, 3.152e-6, 7.949e-3
1.727e+3, 3.153e-6, 7.952e-3
1.728e+3, 3.153e-6, 7.955e-3
1.729e+3, 3.154e-6, 7.958e-3
1.730e+3, 3.154e-6, 7.962e-3
1.731e+3, 3.154e-6, 7.965e-3
1.732e+3, 3.155e-6, 7.968e-3
1.733e+3, 3.156e-6, 7.971e-3
1.734e+3, 3.156e-6, 7.974e-3
1.735e+3, 3.157e-6, 7.977e-3
1.736e+3, 3.157e-6, 7.980e-3
1.737e+3, 3.159e-6, 7.984e-3
1.738e+3, 3.158e-6, 7.987e-3
1.739e+3, 3.159e-6, 7.990e-3
1.740e+3, 3.159e-6, 7.993e-3
1.741e+3, 3.160e-6, 7.996e-3
1.742e+3, 3.160e-6, 7.999e-3
1.743e+3, 3.161e-6, 8.003e-3
1.744e+3, 3.161e-6, 8.006e-3
1.745e+3, 3.161e-6, 8.009e-3
1.746e+3, 3.162e-6, 8.012e-3
1.747e+3, 3.162e-6, 8.015e-3
1.748e+3, 3.162e-6, 8.018e-3
1.749e+3, 3.162e-6, 8.022e-3
1.750e+3, 3.162e-6, 8.025e-3
1.751e+3, 3.162e-6, 8.028e-3
1.752e+3, 3.163e-6, 8.031e-3
1.753e+3, 3.163e-6, 8.034e-3
1.754e+3, 3.163e-6, 8.037e-3
1.755e+3, 3.164e-6, 8.041e-3
1.756e+3, 3.164e-6, 8.044e-3
1.757e+3, 3.164e-6, 8.047e-3
1.758e+3, 3.165e-6, 8.050e-3
1.759e+3, 3.165e-6, 8.053e-3
1.760e+3, 3.165e-6, 8.056e-3
1.761e+3, 3.166e-6, 8.060e-3
1.762e+3, 3.166e-6, 8.063e-3
1.763e+3, 3.166e-6, 8.066e-3
1.764e+3, 3.166e-6, 8.069e-3
1.765e+3, 3.166e-6, 8.072e-3
1.766e+3, 3.166e-6, 8.075e-3
1.767e+3, 3.167e-6, 8.079e-3
1.768e+3, 3.168e-6, 8.082e-3
1.769e+3, 3.168e-6, 8.085e-3
1.770e+3, 3.168e-6, 8.088e-3
1.771e+3, 3.168e-6, 8.091e-3
1.772e+3, 3.169e-6, 8.094e-3
1.773e+3, 3.169e-6, 8.098e-3
1.774e+3, 3.170e-6, 8.101e-3
1.775e+3, 3.170e-6, 8.104e-3
1.776e+3, 3.170e-6, 8.107e-3
1.777e+3, 3.171e-6, 8.110e-3
1.778e+3, 3.171e-6, 8.113e-3
1.779e+3, 3.172e-6, 8.117e-3
1.780e+3, 3.172e-6, 8.120e-3
1.781e+3, 3.172e-6, 8.123e-3
1.782e+3, 3.173e-6, 8.126e-3
1.783e+3, 3.174e-6, 8.129e-3
1.784e+3, 3.174e-6, 8.132e-3
1.785e+3, 3.175e-6, 8.136e-3
1.786e+3, 3.175e-6, 8.139e-3
1.787e+3, 3.176e-6, 8.142e-3
1.788e+3, 3.176e-6, 8.145e-3
1.789e+3, 3.176e-6, 8.148e-3
1.790e+3, 3.177e-6, 8.151e-3
1.791e+3, 3.177e-6, 8.155e-3
1.792e+3, 3.178e-6, 8.158e-3
1.793e+3, 3.179e-6, 8.161e-3
1.794e+3, 3.179e-6, 8.164e-3
1.795e+3, 3.180e-6, 8.167e-3
1.796e+3, 3.180e-6, 8.171e-3
1.797e+3, 3.180e-6, 8.174e-3
1.798e+3, 3.181e-6, 8.177e-3
1.799e+3, 3.181e-6, 8.180e-3
1.800e+3, 3.181e-6, 8.183e-3
1.801e+3, 3.181e-6, 8.186e-3
1.802e+3, 3.182e-6, 8.190e-3
1.803e+3, 3.182e-6, 8.193e-3
1.804e+3, 3.182e-6, 8.196e-3
1.805e+3, 3.183e-6, 8.199e-3
1.806e+3, 3.183e-6, 8.202e-3
1.807e+3, 3.183e-6, 8.206e-3
1.808e+3, 3.184e-6, 8.209e-3
1.809e+3, 3.184e-6, 8.212e-3
1.810e+3, 3.185e-6, 8.215e-3
1.811e+3, 3.185e-6, 8.218e-3
1.812e+3, 3.186e-6, 8.221e-3
1.813e+3, 3.186e-6, 8.225e-3
1.814e+3, 3.187e-6, 8.228e-3
1.815e+3, 3.187e-6, 8.231e-3
1.816e+3, 3.188e-6, 8.234e-3
1.817e+3, 3.188e-6, 8.237e-3
1.818e+3, 3.189e-6, 8.241e-3
1.819e+3, 3.189e-6, 8.244e-3
1.820e+3, 3.189e-6, 8.247e-3
1.821e+3, 3.190e-6, 8.250e-3
1.822e+3, 3.190e-6, 8.253e-3
1.823e+3, 3.191e-6, 8.257e-3
1.824e+3, 3.191e-6, 8.260e-3
1.825e+3, 3.192e-6, 8.263e-3
1.826e+3, 3.192e-6, 8.266e-3
1.827e+3, 3.192e-6, 8.269e-3
1.828e+3, 3.193e-6, 8.273e-3
1.829e+3, 3.193e-6, 8.276e-3
1.830e+3, 3.194e-6, 8.279e-3
1.831e+3, 3.198e-6, 8.282e-3
1.832e+3, 3.196e-6, 8.285e-3
1.833e+3, 3.196e-6, 8.288e-3
1.834e+3, 3.198e-6, 8.292e-3
1.835e+3, 3.195e-6, 8.295e-3
1.836e+3, 3.197e-6, 8.298e-3
1.837e+3, 3.197e-6, 8.301e-3
1.838e+3, 3.197e-6, 8.304e-3
1.839e+3, 3.197e-6, 8.308e-3
1.840e+3, 3.198e-6, 8.311e-3
1.841e+3, 3.198e-6, 8.314e-3
1.842e+3, 3.199e-6, 8.317e-3
1.843e+3, 3.199e-6, 8.320e-3
1.844e+3, 3.199e-6, 8.324e-3
1.845e+3, 3.201e-6, 8.327e-3
1.846e+3, 3.200e-6, 8.330e-3
1.847e+3, 3.201e-6, 8.333e-3
1.848e+3, 3.201e-6, 8.336e-3
1.849e+3, 3.202e-6, 8.340e-3
1.850e+3, 3.202e-6, 8.343e-3
1.851e+3, 3.203e-6, 8.346e-3
1.852e+3, 3.203e-6, 8.349e-3
1.853e+3, 3.203e-6, 8.352e-3
1.854e+3, 3.204e-6, 8.356e-3
1.855e+3, 3.207e-6, 8.359e-3
1.856e+3, 3.206e-6, 8.362e-3
1.857e+3, 3.206e-6, 8.365e-3
1.858e+3, 3.207e-6, 8.369e-3
1.859e+3, 3.208e-6, 8.372e-3
